Sample_ID,Sample_date,Process_date,Processed_by,Total_mass_g,Total_mass_post_g,Prey_no,Taxa,Taxa_mass_g,Digestion_code,ID_notes
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,9,unidentified,0.11071,2,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,1,pill bug,0.00334,4,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,2,unidentified invertebrates,0.01802,2,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,3,rocks,0.00763,6,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,4,oligochaeta,0.00023,5,
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,1,sand lance,1.86585,4,
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,2,unidentified fish,2.56089,3,these are likely sand lance because they look the same as the other fish but they had no face making it difficult to id
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,3,unidentified vertebrates,0.16225,2,
LEAR_29,7/29/2018,12/21/2018,MS,5.75765,5.39821,1,unidentified fish,5.39821,3,"seriously digested! no tails remain or jaw, eyes look large and scales are iridescent, could be a sand lance. looks like they might have been 4 individuals eaten"
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,1,annelid worm,0.04483,5,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,2,gammarid amphipod,0.0394,5,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,3,gammarid amphipod,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,4,gammarid amphipod,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,5,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,6,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,7,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,8,pill bug,0.19906,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,9,pill bug,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,10,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,11,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,12,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,13,unidentified invertebrates,0.62063,2,It looks like most of this came from the pill bugs
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,1,unidentified fish,0.2269,3,"no tail or head, long skinny body fleshy spine"
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,2,unidentified fish,0.5169,3,"no tail or head, long skinny body fleshy spine"
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,3,pandalus shrimp,0.32828,5,
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,1,unidentified fish,0.15483,2,no head iridescent scales present
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,2,unidentified,0.12507,2,
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,3,polychaete,0.00549,3,professor confirmed it was a polychaete
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,4,rocks,0.0019,6,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,1,sand lance,2.70284,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,2,sand lance,,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,3,sand lance,,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,4,sand lance,,4,
LEAR_33,7/29/2018,12/31/2018,MS,0.0247,0.0247,1,unidentified,0.0247,2,some scales present no bones just mushy meat
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,1,rocks,0.62339,6,a lot of rocks present
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,2,pandalus shrimp,0.13143,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,3,crangon,0.60923,4,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,4,unidentified fish,0.10272,3,"3 otoliths present, only fleshy bones left no head tail or fins"
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,5,unidentified invertebrates,0.05447,2,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,6,unidentified,0.79744,2,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,7,shell fragments,0.02854,5,one piece looks like a blue mussel shell
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,8,unidentified shrimp,0.04068,3,"3 faces, 2 bodies non are identifiable"
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,9,unidentified shrimp,,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,10,unidentified shrimp,,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,11,gastropod shell,0.32343,5,was full of fish pieces
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,1,pill bug,0.0336,5,
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,2,unidentified invertebrates,0.038,2,
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,3,algae,0.00249,5,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,1,nereid ,0.02564,5,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,2,telmessus,0.03299,3,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,3,unidentified,0.03935,2,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,4,rocks,0.0012,6,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,5,stick,0.00101,6,
LEAR_37,7/30/2018,1/2/2019,MS,0.00112,0.00109,1,rocks,0.00106,6,3 rocks
LEAR_37,7/30/2018,1/2/2019,MS,0.00112,0.00109,2,unidentified,0.00003,2,small piece of something fleshy
LEAR_38,7/30/2018,1/2/2019,MS,0.15449,0.1466,1,unidentified invertebrates,0.00908,2,
LEAR_38,7/30/2018,1/2/2019,MS,0.15449,0.1466,2,unidentified fish,0.13752,3,"no head or tail, fleshy spine with long slender body"
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,1,pill bug,0.05052,4,
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,2,pill bug,,3,
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,3,pill bug,,3,
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,4,unidentified invertebrates,0.0392,2,
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,5,algae,0.00028,5,
LEAR_39,7/30/2018,1/2/2019,MS,0.10132,0.09787,6,rocks,0.00787,6,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,1,unidentified shrimp,0.01021,3,small missing its head
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,2,pandalus shrimp,1.5184,5,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,3,pandalus shrimp,,4,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,4,pandalus shrimp,,3,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,5,pandalus shrimp,,2,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,6,hermit crab,0.5634,3,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,7,unidentified crab,0.08417,3,not enough left for identification
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,8,pill bug,0.01165,4,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,9,gammarid amphipod,0.0243,3,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,10,gammarid amphipod,,3,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,11,gammarid amphipod,,5,
LEAR_4,6/27/2018,12/6/2018,MS,2.7028,2.6929,12,unidentified,0.47609,2,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,1,pandalus shrimp,0.26084,5,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,2,pandalus shrimp,,5,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,3,pandalus shrimp,,4,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,4,gammarid amphipod,0.00919,5,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,5,gammarid amphipod,,5,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,6,gammarid amphipod,,3,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,7,algae,0.01379,5,
LEAR_40,7/30/2018,1/3/2019,MS,0.60364,0.52824,8,unidentified,0.24442,2,
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,1,pandalus shrimp,0.09896,4,
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,2,rocks,0.00577,6,
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,3,unidentified invertebrates,0.06898,2,
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,4,unidentified,0.29562,2,
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,5,stick,0.00766,6,looks like pieces of bark and sticks 
LEAR_41,7/30/2018,1/3/2019,MS,0.55504,0.49074,6,pill bug,0.01952,3,
LEAR_42,7/30/2018,1/3/2019,MS,0.15466,0.12571,1,isopod,0.00152,3,
LEAR_42,7/30/2018,1/3/2019,MS,0.15466,0.12571,2,crescent gunnel,0.08886,4,
LEAR_42,7/30/2018,1/3/2019,MS,0.15466,0.12571,3,polychaete,0.03416,3,
LEAR_42,7/30/2018,1/3/2019,MS,0.15466,0.12571,4,rocks,0.00117,6,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,1,unidentified crab,0.05112,2,all that is left are legs and one claw that looks like it might be from a tellemessus
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,2,pill bug,0.0394,4,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,3,pill bug,,4,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,4,unidentified,0.17486,2,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,5,unidentified invertebrates,0.02413,2,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,6,oligochaeta,0.00034,4,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,7,leptochelia,0.00126,5,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,8,leptochelia,,3,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,9,gammarid amphipod,0.03627,4,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,10,gammarid amphipod,,4,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,11,gammarid amphipod,,3,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,12,gammarid amphipod,,3,
LEAR_43,7/30/2018,1/3/2019,MS,0.38666,0.32738,13,gammarid amphipod,,3,
LEAR_44,7/30/2018,1/3/2019,MS,0.13606,0.11718,1,pandalus shrimp,0.00635,3,only a head remaining
LEAR_44,7/30/2018,1/3/2019,MS,0.13606,0.11718,2,idotea ,0.04739,4,only back half present
LEAR_44,7/30/2018,1/3/2019,MS,0.13606,0.11718,3,unidentified crab,0.06344,3,"looks like a tellemesus but it is very digested, no claws left"
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,1,pill bug,0.12128,4,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,2,pill bug,,4,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,3,pill bug,,4,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,4,pill bug,,3,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,5,leptochelia,0.00185,5,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,6,leptochelia,,4,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,7,unidentified,0.11639,2,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,8,rocks,0.08375,6,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,9,gastropod shell,0.00217,6,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,10,algae,0.0013,6,
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,11,polychaete ,0.00248,4,short mid body fragment
LEAR_45,7/30/2018,1/3/2019,MS,0.42128,0.37967,12,staghorn sculpin,0.05045,4,
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,1,unidentified fish,0.00287,2,only a spine
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,2,unidentified crab,0.01557,2,only legs left
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,3,unidentified,0.09306,2,
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,4,polychaete,0.05148,4,only a mid segment
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,5,rocks,0.00245,6,
LEAR_46,7/30/2018,1/4/2019,MS,0.19261,0.16587,6,algae,0.00044,6,
LEAR_47,7/30/2018,1/4/2019,MS,0.45009,0.39886,1,pill bug,0.02077,3,
LEAR_47,7/30/2018,1/4/2019,MS,0.45009,0.39886,2,unidentified invertebrates,0.01767,2,
LEAR_47,7/30/2018,1/4/2019,MS,0.45009,0.39886,3,unidentified,0.25784,2,
LEAR_47,7/30/2018,1/4/2019,MS,0.45009,0.39886,4,pandalus shrimp,0.10076,4,
LEAR_47,7/30/2018,1/4/2019,MS,0.45009,0.39886,5,algae,0.00091,6,
LEAR_48,7/30/2018,1/4/2019,MS,0.28603,0.28603,1,dungeness crab,0.028603,3,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,1,snake prickleback,1.06852,5,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,2,shiner perch,1.51878,5,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,3,shiner perch,,3,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,4,hippolyte,0.05258,4,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,5,algae,0.012,6,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,6,unidentified crab,0.245,2,Tiff and wendel both looked at this crab
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,7,unidentified,0.32592,2,
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,8,cancer crab,0.19665,3,Tiff and wendel both looked at this crab
LEAR_49,7/30/2018,1/4/2019,MS,3.98338,3.43629,9,hexagrammidae,0.01684,4,
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,1,gammarid amphipod,,3,only a head too small to weigh
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,2,pandalus shrimp,1.34757,5,
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,3,unidentified shrimp,0.0322,3,only eyes and part of first body segment left likely pandalus
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,4,crab gateric mill,0.0007,4,"gastric mill from 2 crabs weighed together, 4 total pieces"
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,5,hermit crab,0.1866,3,only claw remaining
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,6,cancer crab,0.20214,3,only claw remaining
LEAR_5,6/27/2018,12/7/2018,MS,2.1586,2.0936,7,unidentified invertebrates,0.32445,2,
LEAR_50,7/31/2018,1/4/2019,MS,0.75461,0.62678,1,unidentified fish,0.16978,3,fleshy spine no head or tail
LEAR_50,7/31/2018,1/4/2019,MS,0.75461,0.62678,2,idotea ,0.2623,5,
LEAR_50,7/31/2018,1/4/2019,MS,0.75461,0.62678,3,unidentified,0.18169,2,
LEAR_50,7/31/2018,1/4/2019,MS,0.75461,0.62678,4,nemertea,0.01301,4,wendel and I agreed this worm was nemertea
LEAR_50,7/31/2018,1/4/2019,MS,0.75461,0.62678,5,unidentified,0.00704,2,"odd bristle type structures, large hard curved at the end and are golden in color. they were all different sizes. "
LEAR_51,7/31/2018,1/4/2019,MS,1.35638,1.33748,1,snake prickleback,1.33748,5,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,1,hippolyte,0.08649,4,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,2,snake prickleback,1.00608,5,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,3,perciformes,1.25333,4,all of these fish are missing heads they are long and slender wendel thinks they could be more snakes
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,4,perciformes,,3,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,5,perciformes,,3,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,6,perciformes,,3,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,7,perciformes,,3,
LEAR_52,7/31/2018,1/7/2019,MS,3.43815,2.94254,8,unidentified vertebrates,0.59664,2,fish pieces
LEAR_53,7/31/2018,1/7/2019,MS,1.07233,0.92292,1,snake prickleback,0.57047,3,
LEAR_53,7/31/2018,1/7/2019,MS,1.07233,0.92292,2,perciformes,0.26818,3,no head either a snake or a gunnel
LEAR_53,7/31/2018,1/7/2019,MS,1.07233,0.92292,3,unidentified fish,0.08427,2,
LEAR_54,7/31/2018,1/7/2019,MS,0.82031,0.72881,1,perciformes,0.60868,3,looks like a snake prickleback 
LEAR_54,7/31/2018,1/7/2019,MS,0.82031,0.72881,2,unidentified vertebrates,0.12013,2,fish pieces
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,1,pill bug,0.06157,5,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,2,leptochelia ,0.00243,5,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,3,leptochelia ,,5,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,4,leptochelia ,,3,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,5,perciformes,0.61983,4,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,6,perciformes,,4,
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,7,unidentified fish,0.10838,3,fleshy spine with a partial head
LEAR_55,7/31/2018,1/7/2019,MS,1.01627,0.85308,8,unidentified vertebrates,0.06087,2,fish pieces
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,1,gammarid amphipod,0.04746,5,large gammarid
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,2,unidentified fish,0.78393,3,All four fish are very dissolved what remains looks long and skinny probably perciformes
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,3,unidentified fish,,3,
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,4,unidentified fish,,3,
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,5,unidentified fish,,3,
LEAR_56,7/31/2018,1/7/2019,MS,1.24696,1.0176,6,unidentified invertebrates,0.16452,2,fish pieces
LEAR_57,7/31/2018,1/7/2019,MS,2.19644,2.04877,1,snake prickleback,1.37247,5,
LEAR_57,7/31/2018,1/7/2019,MS,2.19644,2.04877,2,seagrass,0.01562,5,
LEAR_57,7/31/2018,1/7/2019,MS,2.19644,2.04877,3,unidentified fish,0.53758,3,These look long and skinny but they are heavily dissolved and are not distinct
LEAR_57,7/31/2018,1/7/2019,MS,2.19644,2.04877,4,unidentified fish,,3,
LEAR_57,7/31/2018,1/7/2019,MS,2.19644,2.04877,5,unidentified invertebrates,0.1231,2,
LEAR_58,7/31/2018,1/8/2019,MS,1.59144,1.48241,1,idotea ,0.20022,3,
LEAR_58,7/31/2018,1/8/2019,MS,1.59144,1.48241,2,snake prickleback,1.02902,4,
LEAR_58,7/31/2018,1/8/2019,MS,1.59144,1.48241,3,unidentified fish,0.17545,3,fleshy spine
LEAR_58,7/31/2018,1/8/2019,MS,1.59144,1.48241,4,unidentified,0.07772,2,
LEAR_59,7/31/2018,1/8/2019,MS,0,0,0,,,,Completely empty stomach
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,1,hermit crab,0.4229,3,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,2,gammarid amphipod,0.01635,5,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,3,gammarid amphipod,,3,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,4,gammarid amphipod,,3,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,5,algae,0.00109,5,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,6,gammarid amphipod,,3,
LEAR_6,6/27/2018,12/13/2018,MS,0.55391,0.5154,7,unidentified,0.07506,2,
LEAR_60,7/31/2018,1/8/2019,MS,0.60521,0.48121,1,Unidentified Fish,0.18443,3,Long and skinny nothing much left besides a fleshy spine. Likely perciformes but I can't say for sure
LEAR_60,7/31/2018,1/8/2019,MS,0.60521,0.48121,2,Unidentified Fish,0.21203,3,Long and skinny nothing much left besides a fleshy spine. Likely perciformes but I can't say for sure
LEAR_60,7/31/2018,1/8/2019,MS,0.60521,0.48121,3,Unidentified vertebrates,0.08475,2,fish pieces
LEAR_61,7/31/2018,1/8/19,MS,0.65665,0.65521,1,Crangon,0.65521,5,
LEAR_62,7/31/2018,1/8/2019,MS,3.92504,3.50786,1,Crangon,2.27625,4,
LEAR_62,7/31/2018,1/9/2019,MS,3.92504,3.50786,2,Crangon,,4,
LEAR_62,7/31/2018,1/10/2019,MS,3.92504,3.50786,3,Crangon,,4,
LEAR_62,7/31/2018,1/11/2019,MS,3.92504,3.50786,4,Crangon,,3,
LEAR_62,7/31/2018,1/12/2019,MS,3.92504,3.50786,5,Crangon pieces,,3,various shrimp parts
LEAR_62,7/31/2018,1/13/2019,MS,3.92504,3.50786,6,Unidentified,1.19757,2,
LEAR_62,7/31/2018,1/14/2019,MS,3.92504,3.50786,7,tree bark,0.01392,6,large piece of bark
LEAR_62,7/31/2018,1/15/2019,MS,3.92504,3.50786,8,Pinnotheridae,0.02012,4,JW confirmed
LEAR_63,7/31/2018,1/16/2019,MS,0,0,1,Unidentified,0,2,two pieces of invert that were too small to obtain a mass
LEAR_7,7/22/2018,12/13/2018,MS,0.90175,0.86973,1,plant matter,0.00511,5,looks like a little leaf
LEAR_7,7/22/2018,12/13/2018,MS,0.90175,0.86973,2,unidentified crab,0.03783,2,only legs remaining
LEAR_7,7/22/2018,12/13/2018,MS,0.90175,0.86973,3,unidentified,0.10311,2,
LEAR_7,7/22/2018,12/13/2018,MS,0.90175,0.86973,4,crangon,0.72368,5,
LEAR_8,7/22/2018,12/13/2018,MS,0.41056,0.40023,1,pandalus shrimp,0.40023,2,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,1,pill bug,0.03524,3,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,2,seagrass,0.0272,5,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,3,crangon,0.5863,4,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,4,unidentified crab,0.28125,4,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,5,unidentified,0.12345,2,
LEAR_9,7/22/2018,12/13/2018,MS,1.14414,1.07036,6,nereid worm,0.01692,3,
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,1,lottia pelta,0.00856,3,"hard shell, stripes on edge, spot in middle"
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,2,lottia pelta,,3,
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,3,gammarid amphipod,0.00269,3,"stripes on back, long front antennae, tail"
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,4,unidentified syllidae,0.02048,3,"elongated body, hairy legs, two short antenna, two eyes"
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,5,unidentified syllidae,,3,
M01_Q4,4/28/17,1/29/19,MB,0.03088,0.03173,6,unidentified syllidae,,3,"half a body of syllidae, elongated body, hairy legs"