"","site_name","bay_code","bay_sample","sample_date","quadrat_location_m","quadrat_no","primary_sediment","secondary_sediment","common_name","scientific_name","species_code","size_mm","samplers","notes","year","latitude","longitude"
"140","North Fish Egg Island","NFEI","A",20210721,2,1,3,3,"pointed macoma","Macoma inquinata","CLMPOI",21.8,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"141","North Fish Egg Island","NFEI","A",20210721,16,2,3,3,"butter clam","Saxidomus gigantea","CLAMBU",59.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"142","North Fish Egg Island","NFEI","A",20210721,16,2,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",24.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"143","North Fish Egg Island","NFEI","A",20210721,16,2,3,3,"pointed macoma","Macoma inquinata","CLMPOI",48.7,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"144","North Fish Egg Island","NFEI","A",20210721,27,3,3,3,"cockle","Clinocardium nutallii","CLAMCK",80,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"145","North Fish Egg Island","NFEI","A",20210721,27,3,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",39.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"146","North Fish Egg Island","NFEI","A",20210721,27,3,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",46.9,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"147","North Fish Egg Island","NFEI","A",20210721,27,3,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",18.7,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"148","North Fish Egg Island","NFEI","A",20210721,27,3,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",20.7,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"149","North Fish Egg Island","NFEI","A",20210721,34,4,3,3,"cockle","Clinocardium nutallii","CLAMCK",35.9,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"150","North Fish Egg Island","NFEI","A",20210721,34,4,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",22.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"151","North Fish Egg Island","NFEI","A",20210721,34,4,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",26.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"152","North Fish Egg Island","NFEI","A",20210721,34,4,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",39.6,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"153","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"steamer clam","Protothaca staminea","CLAMST",53.7,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"154","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"steamer clam","Protothaca staminea","CLAMST",59.9,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"155","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"steamer clam","Protothaca staminea","CLAMST",53,"Ginny, Jessica, Emma","estimate",2021,55.49709,-133.17
"156","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",48.2,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"157","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",19.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"158","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",29.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"159","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",32.8,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"160","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",18.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"161","North Fish Egg Island","NFEI","A",20210721,50,5,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",22.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"162","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"steamer clam","Protothaca staminea","CLAMST",30.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"163","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"cockle","Clinocardium nutallii","CLAMCK",86.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"164","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",46,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"165","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",51.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"166","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",30.8,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"167","North Fish Egg Island","NFEI","A",20210721,60,6,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",34,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"168","North Fish Egg Island","NFEI","A",20210721,67,7,3,3,"steamer clam","Protothaca staminea","CLAMST",51.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"169","North Fish Egg Island","NFEI","A",20210721,67,7,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",54,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"170","North Fish Egg Island","NFEI","A",20210721,67,7,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",19,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"171","North Fish Egg Island","NFEI","A",20210721,67,7,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",29.9,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"172","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"butter clam","Saxidomus gigantea","CLAMBU",45.1,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"173","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"steamer clam","Protothaca staminea","CLAMST",61.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"174","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"steamer clam","Protothaca staminea","CLAMST",33,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"175","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",26.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"176","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",20.3,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"177","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",28,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"178","North Fish Egg Island","NFEI","A",20210721,76,8,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",25.6,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"179","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"butter clam","Saxidomus gigantea","CLAMBU",56.3,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"180","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"butter clam","Saxidomus gigantea","CLAMBU",61.1,"Ginny, Jessica, Emma","estimate",2021,55.49709,-133.17
"181","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",57.4,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"182","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",45.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"183","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",58.9,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"184","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",41,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"185","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",60.5,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"186","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"steamer clam","Protothaca staminea","CLAMST",61.3,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"187","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"bentnose macoma","Macoma nasuta","CLAMMB",49.6,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"188","North Fish Egg Island","NFEI","A",20210721,80,9,3,3,"truncate softshell","Mya truncata","CLAMBL",50.3,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"189","North Fish Egg Island","NFEI","A",20210721,96,10,3,7,"steamer clam","Protothaca staminea","CLAMST",58.2,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"190","North Fish Egg Island","NFEI","A",20210721,96,10,3,7,"steamer clam","Protothaca staminea","CLAMST",51.6,"Ginny, Jessica, Emma","",2021,55.49709,-133.17
"191","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",44.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"192","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",46.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"193","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",50.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"194","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",52.5,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"195","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",54.3,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"196","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"steamer clam","Protothaca staminea","CLAMST",55.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"197","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",18,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"198","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",23.8,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"199","Natzuhini Bay","NATZ","A",20210723,2,1,3,7,"pointed macoma","Macoma inquinata","CLMPOI",28.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"200","Natzuhini Bay","NATZ","A",20210723,16,2,3,7,"steamer clam","Protothaca staminea","CLAMST",50,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"201","Natzuhini Bay","NATZ","A",20210723,16,2,3,7,"steamer clam","Protothaca staminea","CLAMST",50.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"202","Natzuhini Bay","NATZ","A",20210723,16,2,3,7,"cockle","Clinocardium nutallii","CLAMCK",53.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"203","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"butter clam","Saxidomus gigantea","CLAMBU",73.5,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"204","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"butter clam","Saxidomus gigantea","CLAMBU",54.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"205","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"steamer clam","Protothaca staminea","CLAMST",47.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"206","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"steamer clam","Protothaca staminea","CLAMST",60.1,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"207","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"cockle","Clinocardium nutallii","CLAMCK",69.8,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"208","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"cockle","Clinocardium nutallii","CLAMCK",51.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"209","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"cockle","Clinocardium nutallii","CLAMCK",21.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"210","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"cockle","Clinocardium nutallii","CLAMCK",19,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"211","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"pointed macoma","Macoma inquinata","CLMPOI",23.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"212","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"pointed macoma","Macoma inquinata","CLMPOI",22.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"213","Natzuhini Bay","NATZ","A",20210723,27,3,3,6,"pointed macoma","Macoma inquinata","CLMPOI",25.3,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"214","Natzuhini Bay","NATZ","A",20210723,34,4,3,7,"butter clam","Saxidomus gigantea","CLAMBU",64,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"215","Natzuhini Bay","NATZ","A",20210723,34,4,3,7,"steamer clam","Protothaca staminea","CLAMST",54.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"216","Natzuhini Bay","NATZ","A",20210723,34,4,3,7,"steamer clam","Protothaca staminea","CLAMST",38.5,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"217","Natzuhini Bay","NATZ","A",20210723,50,5,3,7,"butter clam","Saxidomus gigantea","CLAMBU",70.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"218","Natzuhini Bay","NATZ","A",20210723,50,5,3,7,"steamer clam","Protothaca staminea","CLAMST",60.5,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"219","Natzuhini Bay","NATZ","A",20210723,50,5,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",25.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"220","Natzuhini Bay","NATZ","A",20210723,50,5,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",20.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"221","Natzuhini Bay","NATZ","A",20210723,60,6,3,7,"na","na","na",NA,"Carter, Emmett, Jessica","no clams",2021,55.25051,-132.883
"222","Natzuhini Bay","NATZ","A",20210723,67,7,3,7,"butter clam","Saxidomus gigantea","CLAMBU",74.6,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"223","Natzuhini Bay","NATZ","A",20210723,67,7,3,7,"pointed macoma","Macoma inquinata","CLMPOI",34.8,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"224","Natzuhini Bay","NATZ","A",20210723,76,8,3,7,"butter clam","Saxidomus gigantea","CLAMBU",70.3,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"225","Natzuhini Bay","NATZ","A",20210723,76,8,3,7,"steamer clam","Protothaca staminea","CLAMST",59.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"226","Natzuhini Bay","NATZ","A",20210723,76,8,3,7,"steamer clam","Protothaca staminea","CLAMST",57.1,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"227","Natzuhini Bay","NATZ","A",20210723,76,8,3,7,"steamer clam","Protothaca staminea","CLAMST",56.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"228","Natzuhini Bay","NATZ","A",20210723,80,9,3,7,"steamer clam","Protothaca staminea","CLAMST",51.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"229","Natzuhini Bay","NATZ","A",20210723,80,9,3,7,"steamer clam","Protothaca staminea","CLAMST",57.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"230","Natzuhini Bay","NATZ","A",20210723,80,9,3,7,"steamer clam","Protothaca staminea","CLAMST",45.4,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"231","Natzuhini Bay","NATZ","A",20210723,80,9,3,7,"steamer clam","Protothaca staminea","CLAMST",49.1,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"232","Natzuhini Bay","NATZ","A",20210723,80,9,3,7,"steamer clam","Protothaca staminea","CLAMST",57.2,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"233","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"butter clam","Saxidomus gigantea","CLAMBU",77.1,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"234","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"butter clam","Saxidomus gigantea","CLAMBU",58.7,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"235","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"steamer clam","Protothaca staminea","CLAMST",54.9,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"236","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"steamer clam","Protothaca staminea","CLAMST",33.5,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"237","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",38.8,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"238","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",31.3,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"239","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",20.1,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"240","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",16,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"241","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"bentnose macoma","Macoma nasuta","CLAMMB",21.8,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"242","Natzuhini Bay","NATZ","A",20210723,96,10,3,7,"pointed macoma","Macoma inquinata","CLMPOI",25,"Carter, Emmett, Jessica","",2021,55.25051,-132.883
"243","Nossuk Bay","NOSK","A",20210726,2,1,1,1,"na","na","na",NA,"Carter, Emma","no clams",2021,55.7073,-133.342
"244","Nossuk Bay","NOSK","A",20210726,16,2,1,2,"na","na","na",NA,"Carter, Emma","no clams",2021,55.7073,-133.342
"245","Nossuk Bay","NOSK","A",20210726,27,3,1,2,"steamer clam","Protothaca staminea","CLAMST",37.2,"Carter, Emma","",2021,55.7073,-133.342
"246","Nossuk Bay","NOSK","A",20210726,34,4,2,2,"steamer clam","Protothaca staminea","CLAMST",37.7,"Carter, Emma","estimate",2021,55.7073,-133.342
"247","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"butter clam","Saxidomus gigantea","CLAMBU",41.4,"Carter, Emma","",2021,55.7073,-133.342
"248","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"steamer clam","Protothaca staminea","CLAMST",34.2,"Carter, Emma","",2021,55.7073,-133.342
"249","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"steamer clam","Protothaca staminea","CLAMST",42.9,"Carter, Emma","",2021,55.7073,-133.342
"250","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"steamer clam","Protothaca staminea","CLAMST",36,"Carter, Emma","",2021,55.7073,-133.342
"251","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"bentnose macoma","Macoma nasuta","CLAMMB",25.9,"Carter, Emma","",2021,55.7073,-133.342
"252","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"pointed macoma","Macoma inquinata","CLMPOI",18.6,"Carter, Emma","",2021,55.7073,-133.342
"253","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"pointed macoma","Macoma inquinata","CLMPOI",20.4,"Carter, Emma","",2021,55.7073,-133.342
"254","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"pointed macoma","Macoma inquinata","CLMPOI",17.7,"Carter, Emma","",2021,55.7073,-133.342
"255","Nossuk Bay","NOSK","A",20210726,50,5,1,2,"pointed macoma","Macoma inquinata","CLMPOI",19.3,"Carter, Emma","mussel 26.5",2021,55.7073,-133.342
"256","Nossuk Bay","NOSK","A",20210726,60,6,3,4,"cockle","Clinocardium nutallii","CLAMCK",29.6,"Carter, Emma","",2021,55.7073,-133.342
"257","Nossuk Bay","NOSK","A",20210726,60,6,3,4,"pointed macoma","Macoma inquinata","CLMPOI",19.2,"Carter, Emma","",2021,55.7073,-133.342
"258","Nossuk Bay","NOSK","A",20210726,60,6,3,4,"pointed macoma","Macoma inquinata","CLMPOI",30.9,"Carter, Emma","",2021,55.7073,-133.342
"259","Nossuk Bay","NOSK","A",20210726,67,7,3,4,"steamer clam","Protothaca staminea","CLAMST",42.3,"Carter, Emma","",2021,55.7073,-133.342
"260","Nossuk Bay","NOSK","A",20210726,67,7,3,4,"steamer clam","Protothaca staminea","CLAMST",34.4,"Carter, Emma","",2021,55.7073,-133.342
"261","Nossuk Bay","NOSK","A",20210726,67,7,3,4,"steamer clam","Protothaca staminea","CLAMST",23.9,"Carter, Emma","",2021,55.7073,-133.342
"262","Nossuk Bay","NOSK","A",20210726,76,8,3,4,"butter clam","Saxidomus gigantea","CLAMBU",56,"Carter, Emma","",2021,55.7073,-133.342
"263","Nossuk Bay","NOSK","A",20210726,76,8,3,4,"butter clam","Saxidomus gigantea","CLAMBU",29.9,"Carter, Emma","",2021,55.7073,-133.342
"264","Nossuk Bay","NOSK","A",20210726,76,8,3,4,"steamer clam","Protothaca staminea","CLAMST",36.2,"Carter, Emma","",2021,55.7073,-133.342
"265","Nossuk Bay","NOSK","A",20210726,76,8,3,4,"steamer clam","Protothaca staminea","CLAMST",36.2,"Carter, Emma","",2021,55.7073,-133.342
"266","Nossuk Bay","NOSK","A",20210726,80,9,2,2,"steamer clam","Protothaca staminea","CLAMST",37.7,"Carter, Emma","",2021,55.7073,-133.342
"267","Nossuk Bay","NOSK","A",20210726,80,9,2,2,"steamer clam","Protothaca staminea","CLAMST",34.5,"Carter, Emma","",2021,55.7073,-133.342
"268","Nossuk Bay","NOSK","A",20210726,80,9,2,2,"steamer clam","Protothaca staminea","CLAMST",40,"Carter, Emma","",2021,55.7073,-133.342
"269","Nossuk Bay","NOSK","A",20210726,80,9,2,2,"steamer clam","Protothaca staminea","CLAMST",39.6,"Carter, Emma","",2021,55.7073,-133.342
"270","Nossuk Bay","NOSK","A",20210726,80,9,2,2,"steamer clam","Protothaca staminea","CLAMST",27.8,"Carter, Emma","estimate",2021,55.7073,-133.342
