"","site_name","bay_code","bay_sample","sample_date","quadrat_location_m","quadrat_no","primary_sediment","secondary_sediment","common_name","scientific_name","species_code","size_mm","samplers","notes","year","latitude","longitude"
"416","Nossuk Bay","NOSK","A",20220713,27,3,1,2,"bentnose macoma","Macoma nasuta","CLAMMB",40.9,"Carter","",2022,55.7073,-133.342
"417","Nossuk Bay","NOSK","A",20220713,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",27.1,"Carter","",2022,55.7073,-133.342
"418","Nossuk Bay","NOSK","A",20220713,50,5,4,5,"bentnose macoma","Macoma nasuta","CLAMMB",33,"Carter","",2022,55.7073,-133.342
"419","Nossuk Bay","NOSK","A",20220713,50,5,4,5,"macoma spp","Macoma spp","CLMMAC",21.1,"Carter","",2022,55.7073,-133.342
"420","Nossuk Bay","NOSK","A",20220713,50,5,4,5,"macoma spp","Macoma spp","CLMMAC",17.6,"Carter","",2022,55.7073,-133.342
"421","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"steamer clam","Protothaca staminea","CLAMST",21.4,"Carter","",2022,55.7073,-133.342
"422","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",31.6,"Carter","",2022,55.7073,-133.342
"423","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",28.8,"Carter","",2022,55.7073,-133.342
"424","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",20.6,"Carter","",2022,55.7073,-133.342
"425","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"bentnose macoma","Macoma nasuta","CLAMMB",25.7,"Carter","",2022,55.7073,-133.342
"426","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"pointed macoma","Macoma inquinata","CLMPOI",34.1,"Carter","",2022,55.7073,-133.342
"427","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"pointed macoma","Macoma inquinata","CLMPOI",27.2,"Carter","",2022,55.7073,-133.342
"428","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"pointed macoma","Macoma inquinata","CLMPOI",22.5,"Carter","",2022,55.7073,-133.342
"429","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"macoma spp","Macoma spp","CLMMAC",23.7,"Carter","",2022,55.7073,-133.342
"430","Nossuk Bay","NOSK","A",20220713,60,6,3,6,"macoma spp","Macoma spp","CLMMAC",24.3,"Carter","",2022,55.7073,-133.342
"431","Nossuk Bay","NOSK","A",20220713,67,7,4,5,"steamer clam","Protothaca staminea","CLAMST",19.4,"Carter","",2022,55.7073,-133.342
"432","Nossuk Bay","NOSK","A",20220713,67,7,4,5,"steamer clam","Protothaca staminea","CLAMST",43.5,"Carter","",2022,55.7073,-133.342
"433","Nossuk Bay","NOSK","A",20220713,76,8,4,3,"butter clam","Saxidomus gigantea","CLAMBU",44.6,"Carter","",2022,55.7073,-133.342
"434","Nossuk Bay","NOSK","A",20220713,80,9,4,3,"steamer clam","Protothaca staminea","CLAMST",40.8,"Carter","",2022,55.7073,-133.342
"435","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"steamer clam","Protothaca staminea","CLAMST",25.9,"Carter","",2022,55.7073,-133.342
"436","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"steamer clam","Protothaca staminea","CLAMST",37.5,"Carter","",2022,55.7073,-133.342
"437","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",32.7,"Carter","",2022,55.7073,-133.342
"438","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",20.4,"Carter","",2022,55.7073,-133.342
"439","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"pointed macoma","Macoma inquinata","CLMPOI",23.1,"Carter","",2022,55.7073,-133.342
"440","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"macoma spp","Macoma spp","CLMMAC",19.9,"Carter","",2022,55.7073,-133.342
"441","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"macoma spp","Macoma spp","CLMMAC",19.6,"Carter","",2022,55.7073,-133.342
"442","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"macoma spp","Macoma spp","CLMMAC",21,"Carter","",2022,55.7073,-133.342
"443","Nossuk Bay","NOSK","A",20220713,96,10,3,4,"macoma spp","Macoma spp","CLMMAC",18,"Carter","",2022,55.7073,-133.342
"444","Shinaku","SHIN","A",20220714,2,1,5,7,"cockle","Clinocardium nutallii","CLAMST",38,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"445","Shinaku","SHIN","A",20220714,34,4,5,6,"bentnose macoma","Macoma nasuta","CLAMMB",50.9,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"446","Shinaku","SHIN","A",20220714,67,7,4,3,"butter clam","Saxidomus gigantea","CLAMBU",41.2,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"447","Shinaku","SHIN","A",20220714,76,8,4,4,"cockle","Clinocardium nutallii","CLAMCK",40,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"448","Shinaku","SHIN","A",20220714,80,9,4,6,"butter clam","Saxidomus gigantea","CLAMBU",22.8,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"449","Shinaku","SHIN","A",20220714,96,10,5,6,"steamer clam","Protothaca staminea","CLAMST",24.6,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"450","Shinaku","SHIN","A",20220714,96,10,5,6,"steamer clam","Protothaca staminea","CLAMST",40.3,"Carter, Ginny, Jessica","",2022,55.59929,-133.16
"451","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"butter clam","Saxidomus gigantea","CLAMBU",57.9,"Carter","",2022,55.25051,-132.883
"452","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"butter clam","Saxidomus gigantea","CLAMBU",70.5,"Carter","",2022,55.25051,-132.883
"453","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"butter clam","Saxidomus gigantea","CLAMBU",66.7,"Carter","",2022,55.25051,-132.883
"454","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"steamer clam","Protothaca staminea","CLAMST",48.8,"Carter","",2022,55.25051,-132.883
"455","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"steamer clam","Protothaca staminea","CLAMST",44.5,"Carter","",2022,55.25051,-132.883
"456","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"steamer clam","Protothaca staminea","CLAMST",34.1,"Carter","",2022,55.25051,-132.883
"457","Natzuhini Bay","NATZ","A",20220715,2,1,5,7,"bentnose macoma","Macoma nasuta","CLAMMB",39.5,"Carter","",2022,55.25051,-132.883
"458","Natzuhini Bay","NATZ","A",20220715,16,2,5,7,"steamer clam","Protothaca staminea","CLAMST",37.7,"Carter","Lots of shell litter",2022,55.25051,-132.883
"459","Natzuhini Bay","NATZ","A",20220715,16,2,5,7,"bentnose macoma","Macoma nasuta","CLAMMB",36.2,"Carter","Lots of shell litter",2022,55.25051,-132.883
"460","Natzuhini Bay","NATZ","A",20220715,27,3,5,7,"butter clam","Saxidomus gigantea","CLAMBU",28.5,"Carter","",2022,55.25051,-132.883
"461","Natzuhini Bay","NATZ","A",20220715,27,3,5,7,"steamer clam","Protothaca staminea","CLAMST",50.2,"Carter","",2022,55.25051,-132.883
"462","Natzuhini Bay","NATZ","A",20220715,27,3,5,7,"bentnose macoma","Macoma nasuta","CLAMMB",35.3,"Carter","",2022,55.25051,-132.883
"463","Natzuhini Bay","NATZ","A",20220715,27,3,5,7,"bentnose macoma","Macoma nasuta","CLAMMB",33.8,"Carter","",2022,55.25051,-132.883
"464","Natzuhini Bay","NATZ","A",20220715,27,3,5,7,"bentnose macoma","Macoma nasuta","CLAMMB",28.6,"Carter","",2022,55.25051,-132.883
"465","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"butter clam","Saxidomus gigantea","CLAMBU",68.1,"Carter","",2022,55.25051,-132.883
"466","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"butter clam","Saxidomus gigantea","CLAMBU",65.5,"Carter","",2022,55.25051,-132.883
"467","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"butter clam","Saxidomus gigantea","CLAMBU",62.1,"Carter","",2022,55.25051,-132.883
"468","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"steamer clam","Protothaca staminea","CLAMST",48,"Carter","",2022,55.25051,-132.883
"469","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"steamer clam","Protothaca staminea","CLAMST",42.5,"Carter","",2022,55.25051,-132.883
"470","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"steamer clam","Protothaca staminea","CLAMST",44.3,"Carter","",2022,55.25051,-132.883
"471","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"steamer clam","Protothaca staminea","CLAMST",49.6,"Carter","",2022,55.25051,-132.883
"472","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"steamer clam","Protothaca staminea","CLAMST",61.1,"Carter","",2022,55.25051,-132.883
"473","Natzuhini Bay","NATZ","A",20220715,34,4,8,5,"pointed macoma","Macoma inquinata","CLMPOI",30.4,"Carter","",2022,55.25051,-132.883
"474","Natzuhini Bay","NATZ","A",20220715,50,5,8,5,"butter clam","Saxidomus gigantea","CLAMBU",69.9,"Carter","",2022,55.25051,-132.883
"475","Natzuhini Bay","NATZ","A",20220715,60,6,5,7,"steamer clam","Protothaca staminea","CLAMST",52.9,"Carter","",2022,55.25051,-132.883
"476","Natzuhini Bay","NATZ","A",20220715,60,6,5,7,"steamer clam","Protothaca staminea","CLAMST",53.8,"Carter","",2022,55.25051,-132.883
"477","Natzuhini Bay","NATZ","A",20220715,60,6,5,7,"steamer clam","Protothaca staminea","CLAMST",56.9,"Carter","",2022,55.25051,-132.883
"478","Natzuhini Bay","NATZ","A",20220715,60,6,5,7,"steamer clam","Protothaca staminea","CLAMST",50,"Carter","",2022,55.25051,-132.883
"479","Natzuhini Bay","NATZ","A",20220715,60,6,5,7,"cockle","Clinocardium nutallii","CLAMCK",58.7,"Carter","",2022,55.25051,-132.883
"480","Natzuhini Bay","NATZ","A",20220715,67,7,5,7,"butter clam","Saxidomus gigantea","CLAMBU",39.6,"Carter","",2022,55.25051,-132.883
"481","Natzuhini Bay","NATZ","A",20220715,67,7,5,7,"steamer clam","Protothaca staminea","CLAMST",48.2,"Carter","",2022,55.25051,-132.883
"482","Natzuhini Bay","NATZ","A",20220715,76,8,3,7,"butter clam","Saxidomus gigantea","CLAMBU",70.9,"Carter","",2022,55.25051,-132.883
"483","Natzuhini Bay","NATZ","A",20220715,76,8,3,7,"butter clam","Saxidomus gigantea","CLAMBU",64.7,"Carter","",2022,55.25051,-132.883
"484","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"butter clam","Saxidomus gigantea","CLAMBU",75,"Carter","",2022,55.25051,-132.883
"485","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"butter clam","Saxidomus gigantea","CLAMBU",56.5,"Carter","",2022,55.25051,-132.883
"486","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"butter clam","Saxidomus gigantea","CLAMBU",64.4,"Carter","",2022,55.25051,-132.883
"487","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"steamer clam","Protothaca staminea","CLAMST",39.3,"Carter","",2022,55.25051,-132.883
"488","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"cockle","Clinocardium nutallii","CLAMCK",27.6,"Carter","",2022,55.25051,-132.883
"489","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"bentnose macoma","Macoma nasuta","CLAMMB",17.4,"Carter","",2022,55.25051,-132.883
"490","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"bentnose macoma","Macoma nasuta","CLAMMB",28.5,"Carter","",2022,55.25051,-132.883
"491","Natzuhini Bay","NATZ","A",20220715,80,9,8,2,"pointed macoma","Macoma inquinata","CLMPOI",33.1,"Carter","",2022,55.25051,-132.883
"492","Natzuhini Bay","NATZ","A",20220715,96,10,8,2,"steamer clam","Protothaca staminea","CLAMST",49.2,"Carter","",2022,55.25051,-132.883
"493","Natzuhini Bay","NATZ","A",20220715,96,10,8,2,"steamer clam","Protothaca staminea","CLAMST",51.9,"Carter","",2022,55.25051,-132.883
"494","Natzuhini Bay","NATZ","A",20220715,96,10,8,2,"cockle","Clinocardium nutallii","CLAMCK",29.9,"Carter","",2022,55.25051,-132.883
"495","Port Refugio","REFU","A",20220716,2,1,1,1,"butter clam","Saxidomus gigantea","CLAMBU",73,"Jessica","",2022,55.282137,-133.334028
"496","Port Refugio","REFU","A",20220716,2,1,1,1,"butter clam","Saxidomus gigantea","CLAMBU",74.6,"Jessica","",2022,55.282137,-133.334028
"497","Port Refugio","REFU","A",20220716,2,1,1,1,"cockle","Clinocardium nutallii","CLAMCK",24.7,"Jessica","",2022,55.282137,-133.334028
"498","Port Refugio","REFU","A",20220716,2,1,1,1,"bentnose macoma","Macoma nasuta","CLAMMB",38.7,"Jessica","",2022,55.282137,-133.334028
"499","Port Refugio","REFU","A",20220716,2,1,1,1,"pointed macoma","Macoma inquinata","CLMPOI",34,"Jessica","",2022,55.282137,-133.334028
"500","Port Refugio","REFU","A",20220716,16,2,1,2,"steamer clam","Protothaca staminea","CLAMST",29.5,"Jessica","",2022,55.282137,-133.334028
"501","Port Refugio","REFU","A",20220716,16,2,1,2,"bentnose macoma","Macoma nasuta","CLAMMB",44.8,"Jessica","",2022,55.282137,-133.334028
"502","Port Refugio","REFU","A",20220716,16,2,1,2,"pointed macoma","Macoma inquinata","CLMPOI",43,"Jessica","",2022,55.282137,-133.334028
"503","Port Refugio","REFU","A",20220716,27,3,2,3,"steamer clam","Protothaca staminea","CLAMST",44.8,"Jessica","",2022,55.282137,-133.334028
"504","Port Refugio","REFU","A",20220716,27,3,2,3,"steamer clam","Protothaca staminea","CLAMST",54.5,"Jessica","",2022,55.282137,-133.334028
"505","Port Refugio","REFU","A",20220716,27,3,2,3,"steamer clam","Protothaca staminea","CLAMST",40,"Jessica","",2022,55.282137,-133.334028
"506","Port Refugio","REFU","A",20220716,34,4,3,2,"butter clam","Saxidomus gigantea","CLAMBU",80.1,"Jessica","",2022,55.282137,-133.334028
"507","Port Refugio","REFU","A",20220716,34,4,3,2,"butter clam","Saxidomus gigantea","CLAMBU",47.3,"Jessica","",2022,55.282137,-133.334028
"508","Port Refugio","REFU","A",20220716,34,4,3,2,"steamer clam","Protothaca staminea","CLAMST",44.5,"Jessica","",2022,55.282137,-133.334028
"509","Port Refugio","REFU","A",20220716,50,5,4,3,"cockle","Clinocardium nutallii","CLAMCK",62,"Jessica","",2022,55.282137,-133.334028
"510","Port Refugio","REFU","A",20220716,50,5,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",50,"Jessica","",2022,55.282137,-133.334028
"511","Port Refugio","REFU","A",20220716,67,7,6,5,"butter clam","Saxidomus gigantea","CLAMBU",73.7,"Jessica","",2022,55.282137,-133.334028
"512","Port Refugio","REFU","A",20220716,67,7,6,5,"butter clam","Saxidomus gigantea","CLAMBU",63.8,"Jessica","",2022,55.282137,-133.334028
"513","Port Refugio","REFU","A",20220716,67,7,6,5,"butter clam","Saxidomus gigantea","CLAMBU",50.1,"Jessica","",2022,55.282137,-133.334028
"514","Port Refugio","REFU","A",20220716,67,7,6,5,"steamer clam","Protothaca staminea","CLAMST",49.3,"Jessica","",2022,55.282137,-133.334028
"515","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",79.2,"Jessica","",2022,55.282137,-133.334028
"516","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",72.3,"Jessica","",2022,55.282137,-133.334028
"517","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",55.7,"Jessica","",2022,55.282137,-133.334028
"518","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",41.8,"Jessica","",2022,55.282137,-133.334028
"519","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",74.4,"Jessica","estimate, smashed by shovel",2022,55.282137,-133.334028
"520","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",67.7,"Jessica","",2022,55.282137,-133.334028
"521","Port Refugio","REFU","A",20220716,76,8,6,5,"steamer clam","Protothaca staminea","CLAMST",42.1,"Jessica","",2022,55.282137,-133.334028
"522","Port Refugio","REFU","A",20220716,76,8,6,5,"steamer clam","Protothaca staminea","CLAMST",48.9,"Jessica","",2022,55.282137,-133.334028
"523","Port Refugio","REFU","A",20220716,76,8,6,5,"pointed macoma","Macoma inquinata","CLMPOI",44.3,"Jessica","",2022,55.282137,-133.334028
"524","Port Refugio","REFU","A",20220716,80,9,6,2,"butter clam","Saxidomus gigantea","CLAMBU",72.2,"Jessica","",2022,55.282137,-133.334028
"525","Port Refugio","REFU","A",20220716,80,9,6,2,"steamer clam","Protothaca staminea","CLAMST",50.6,"Jessica","",2022,55.282137,-133.334028
"526","Port Refugio","REFU","A",20220716,96,10,6,2,"butter clam","Saxidomus gigantea","CLAMBU",68.7,"Jessica","",2022,55.282137,-133.334028
"527","Port Refugio","REFU","A",20220716,96,10,6,2,"cockle","Clinocardium nutallii","CLAMCK",40,"Jessica","",2022,55.282137,-133.334028
"528","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",27.6,"","",2022,55.49709,-133.17
"529","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",57.7,"","",2022,55.49709,-133.17
"530","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",33.4,"","",2022,55.49709,-133.17
"531","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",51.2,"","estimate, smashed by shovel",2022,55.49709,-133.17
"532","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"pointed macoma","Macoma inquinata","CLMPOI",33.2,"","",2022,55.49709,-133.17
"533","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"pointed macoma","Macoma inquinata","CLMPOI",31.4,"","",2022,55.49709,-133.17
"534","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",42.9,"","",2022,55.49709,-133.17
"535","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",33.9,"","estimate, smashed by shovel",2022,55.49709,-133.17
"536","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",28.6,"","",2022,55.49709,-133.17
"537","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",36.4,"","",2022,55.49709,-133.17
"538","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"pointed macoma","Macoma inquinata","CLMPOI",28,"","",2022,55.49709,-133.17
"539","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"butter clam","Saxidomus gigantea","CLAMBU",22.8,"","",2022,55.49709,-133.17
"540","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"steamer clam","Protothaca staminea","CLAMST",47.8,"","",2022,55.49709,-133.17
"541","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",31.5,"","",2022,55.49709,-133.17
"542","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",39.2,"","",2022,55.49709,-133.17
"543","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"cockle","Clinocardium nutallii","CLAMCK",31.7,"","",2022,55.49709,-133.17
"544","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",40.5,"","",2022,55.49709,-133.17
"545","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",31.5,"","",2022,55.49709,-133.17
"546","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",45.9,"","",2022,55.49709,-133.17
"547","North Fish Egg Island","NFEI","A",20220717,50,5,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",43.5,"","",2022,55.49709,-133.17
"548","North Fish Egg Island","NFEI","A",20220717,60,6,4,3,"butter clam","Saxidomus gigantea","CLAMBU",52.9,"","estimate, smashed by shovel",2022,55.49709,-133.17
"549","North Fish Egg Island","NFEI","A",20220717,60,6,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",29.9,"","",2022,55.49709,-133.17
"550","North Fish Egg Island","NFEI","A",20220717,67,7,4,3,"cockle","Clinocardium nutallii","CLAMCK",36.6,"","",2022,55.49709,-133.17
"551","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"steamer clam","Protothaca staminea","CLAMST",51,"","",2022,55.49709,-133.17
"552","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"bentnose macoma","Macoma nasuta","CLAMMB",36.6,"","",2022,55.49709,-133.17
"553","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"bentnose macoma","Macoma nasuta","CLAMMB",38.9,"","",2022,55.49709,-133.17
"554","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"pointed macoma","Macoma inquinata","CLMPOI",34,"","",2022,55.49709,-133.17
"555","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"pointed macoma","Macoma inquinata","CLMPOI",32,"","",2022,55.49709,-133.17
"556","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"cockle","Clinocardium nutallii","CLAMCK",36.7,"","",2022,55.49709,-133.17
"557","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",34.9,"","",2022,55.49709,-133.17
"558","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"pointed macoma","Macoma inquinata","CLMPOI",29.9,"","",2022,55.49709,-133.17
"559","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"butter clam","Saxidomus gigantea","CLAMBU",31.3,"","",2022,55.49709,-133.17
"560","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",19.8,"","",2022,55.49709,-133.17
"561","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",48.7,"","",2022,55.49709,-133.17
