"","site_name","site_code","otter_region","latitude_N","longitude_E","layer_number","layer_thickness_cm","layer_volume_cm3","na.rm","dry_bulk_density","organic_dw_g","inorganic_dw_g","layer_depth_cm","organic_dw_percent","inorganic_dw_percent","organic_density","inorganic_density"
"130","Guktu Cove a","H_06_a","High",55.739816,-133.312022,7,1.3,25.5254403104171,TRUE,1.0148451773985,1.14126,4.30907,12,4.40566591660017,15.8478731867095,1.15820220715781,4.37303890857255
"131","Guktu Cove a","H_06_a","High",55.739816,-133.312022,8,1.1,21.5984494934298,TRUE,0.937513593564187,0.855650000000001,NA,14,4.22567416207546,NA,0.802183506333198,NA
"132","Guktu Cove a","H_06_a","High",55.739816,-133.312022,9,1.1,21.5984494934298,TRUE,1.02302760236199,0.92531,NA,16,4.18771703775512,NA,0.94661767074157,NA
"133","Guktu Cove a","H_06_a","High",55.739816,-133.312022,10,1.1,21.5984494934298,TRUE,0.97781046766456,1.05051,NA,18,4.97419645355716,NA,1.0271996743863,NA
"134","Guktu Cove a","H_06_a","High",55.739816,-133.312022,11,1.1,21.5984494934298,TRUE,1.02277665842262,2.47484,NA,20,11.2032426770193,NA,2.53120858533065,NA
"135","Guktu Cove a","H_06_a","High",55.739816,-133.312022,12,1.2,23.5619449019235,TRUE,1.16671438263808,2.45797,3.7103,22,8.94130460246358,13.7082817928835,2.86774895109291,4.32886037390206
"136","Guktu Cove a","H_06_a","High",55.739816,-133.312022,13,1.1,21.5984494934298,TRUE,1.25601654916258,2.23819,NA,24,8.25047616835883,NA,2.81120368017019,NA
"137","Guktu Cove a","H_06_a","High",55.739816,-133.312022,14,1.2,23.5619449019235,TRUE,1.10321962419486,2.28957,NA,26,8.80807109332924,NA,2.52589855496783,NA
"138","Guktu Cove a","H_06_a","High",55.739816,-133.312022,15,1.1,21.5984494934298,TRUE,1.06626033535442,2.20613,NA,28,9.57955359131759,NA,2.35230891363545,NA
"139","Guktu Cove a","H_06_a","High",55.739816,-133.312022,16,1.1,21.5984494934298,TRUE,0.920234575451636,3.62603,NA,30,18.243588634127,NA,3.3367981776249,NA
"140","Guktu Cove a","H_06_a","High",55.739816,-133.312022,17,1,19.6349540849362,TRUE,0.937350804100941,2.18355,3.03151,32,11.8639988177023,16.4351976093549,2.04675234829461,2.84158833614005
"141","Guktu Cove a","H_06_a","High",55.739816,-133.312022,18,1.3,25.5254403104171,TRUE,0.930626453887481,2.43493,NA,34,10.2503299354021,NA,2.26601027136425,NA
"142","Guktu Cove a","H_06_a","High",55.739816,-133.312022,19,1,19.6349540849362,TRUE,0.82513307288198,2.16379,NA,36,13.3555329924173,NA,1.7854146917713,NA
"143","Guktu Cove a","H_06_a","High",55.739816,-133.312022,20,1.3,25.5254403104171,TRUE,0.890598544963104,1.60076,NA,38,7.04159430464719,NA,1.42563452683514,NA
"144","Guktu Cove a","H_06_a","High",55.739816,-133.312022,21,0.9,17.6714586764426,TRUE,0.978727354468835,2.58487,NA,40,14.9452980363724,NA,2.52988297674586,NA
"145","Guktu Cove a","H_06_a","High",55.739816,-133.312022,22,1.2,23.5619449019235,TRUE,1.35052306303468,3.6839,3.79362,42,11.5769642326832,12.3554867406224,4.97519191191346,5.12337130238962
"146","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,1,1.2,23.5619449019235,TRUE,1.18971375736099,0.51315,NA,0,1.93642897817003,NA,0.610501614589792,NA
"147","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,2,1.2,23.5619449019235,TRUE,1.14841538390114,0.650180000000002,0.404130000000002,2,2.55408546432401,1.94879406522696,0.746676714304848,0.464109109095971
"148","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,3,1,19.6349540849362,TRUE,1.15917918124706,0.577359999999999,NA,4,2.71086741559528,NA,0.669263692084802,NA
"149","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,4,0.9,17.6714586764426,TRUE,1.3051950278868,0.55865,NA,6,2.60118379122363,NA,0.729147202328964,NA
"150","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,5,0.9,17.6714586764426,TRUE,1.29511153657674,0.51849,NA,8,2.42128907526922,NA,0.671502380599676,NA
"151","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,6,0.9,17.6714586764426,TRUE,1.31250908171601,0.556909999999998,NA,10,2.58961058889449,NA,0.730949432698459,NA
"152","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,7,1,19.6349540849362,TRUE,1.3529392472774,0.695799999999998,1.8588,12,2.8030128157871,7.2407313341207,0.941375128255616,2.51484347283923
"153","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,8,1.1,21.5984494934298,TRUE,1.29535085416713,0.80415,NA,14,3.05284885104839,NA,1.0416563893785,NA
"154","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,9,1,19.6349540849362,TRUE,1.1743078135176,0.681529999999999,NA,16,3.17057795952166,NA,0.800326004146651,NA
"155","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,10,0.9,17.6714586764426,TRUE,1.2413644171459,0.553259999999998,NA,18,2.70963078182882,NA,0.686797277430138,NA
"156","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,11,1,19.6349540849362,TRUE,1.37111499642641,0.49624,NA,20,1.9400228624329,NA,0.680402105826641,NA
"157","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,12,1,19.6349540849362,TRUE,1.66916203919947,0.530739999999994,1.44891999999999,22,1.69001634482777,5.6655380583688,0.885891060684715,2.41848226183688
"158","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,13,0.9,17.6714586764426,TRUE,1.56253428228929,0.488599999999998,NA,24,1.87650694722352,NA,0.763454250326542,NA
"159","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,14,1,19.6349540849362,TRUE,1.46948293717356,0.478879999999997,NA,26,1.74572136408905,NA,0.703705988953668,NA
"160","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,15,1,19.6349540849362,TRUE,1.42613473292932,0.5047,NA,28,1.89806271241322,NA,0.719770199709428,NA
"161","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,16,1,19.6349540849362,TRUE,1.48691562372425,0.43627,NA,30,1.61556350493627,NA,0.648696679162181,NA
"162","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,17,0.8,15.707963267949,TRUE,1.47035103189516,0.391030000000001,0.610979999999998,32,1.83646479001566,2.38945009562023,0.574951364001965,0.8983550734673
"163","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,18,1,19.6349540849362,TRUE,1.41592691685127,0.533940000000001,NA,34,2.038231440848,NA,0.756020017983569,NA
"164","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,19,1,19.6349540849362,TRUE,1.40797324406322,0.565619999999999,NA,36,2.15139324031498,NA,0.796377826307037,NA
"165","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,20,1,19.6349540849362,TRUE,1.52141328524513,0.549969999999995,NA,38,1.94291887553264,NA,0.836731664486254,NA
"166","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,21,1,19.6349540849362,TRUE,1.53111638916764,0.56033,NA,40,1.96719320117134,NA,0.857930446342306,NA
"167","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,22,0.9,17.6714586764426,TRUE,1.31864666220587,0.428079999999998,1.07809,42,1.95742571631593,4.13198243862428,0.564486263157086,1.42161978005752
"168","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,23,1,19.6349540849362,TRUE,1.43375074259011,0.489330000000002,NA,44,1.84304390567268,NA,0.701577250871622,NA
"169","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,24,0.9,17.6714586764426,TRUE,1.3791176182014,0.479810000000001,NA,46,2.10209631325927,NA,0.661714424389215,NA
"170","Blanquizal Bay a","H_07_a","High",55.62082,-133.38664,25,0.9,17.6714586764426,TRUE,2.39135550571918,0.825979999999994,NA,48,2.02001971156549,NA,1.97521182061392,NA
"171","Soda Bay a","L_01_a","Low",55.26366,-132.995,1,1.5,29.4524311274043,TRUE,1.33537770888478,2.38989,NA,0,6.07648794359133,NA,3.19140583268665,NA
"172","Soda Bay a","L_01_a","Low",55.26366,-132.995,2,1.3,25.5254403104171,TRUE,1.51826489685211,2.46239,2.69531000000001,2,6.35383665020573,7.04992393758489,3.73856029935966,4.09219455913446
"173","Soda Bay a","L_01_a","Low",55.26366,-132.995,3,1.3,25.5254403104171,TRUE,1.48924012819032,4.17760000000001,NA,4,10.9897770555784,NA,6.22144955952791,NA
"174","Soda Bay a","L_01_a","Low",55.26366,-132.995,4,1.2,23.5619449019235,TRUE,1.54026716177565,2.32347,NA,6,6.40220943141529,NA,3.57876454237088,NA
"175","Soda Bay a","L_01_a","Low",55.26366,-132.995,5,1.4,27.4889357189107,TRUE,1.39383315497521,2.4867,NA,8,6.49014915572208,NA,3.46604490647685,NA
"176","Soda Bay a","L_01_a","Low",55.26366,-132.995,6,1.3,25.5254403104171,TRUE,1.37606284447385,2.72909,NA,10,7.76973751452329,NA,3.75539934822514,NA
"177","Soda Bay a","L_01_a","Low",55.26366,-132.995,7,1.2,23.5619449019235,TRUE,1.3574664626853,2.89645,3.12259,12,9.05577849305367,10.0012234931177,3.93183373584484,4.2388112017165
"178","Soda Bay a","L_01_a","Low",55.26366,-132.995,8,1.3,25.5254403104171,TRUE,1.46133737739196,2.55219,NA,14,6.8420976438342,NA,3.72961064120599,NA
"179","Soda Bay a","L_01_a","Low",55.26366,-132.995,9,1.2,23.5619449019235,TRUE,1.47594989058654,2.55727,NA,16,7.35349556090723,NA,3.77440237670025,NA
"180","Soda Bay a","L_01_a","Low",55.26366,-132.995,10,1.3,25.5254403104171,TRUE,1.48110902457464,2.68625,NA,18,7.10536116527659,NA,3.97862911726363,NA
"181","Soda Bay a","L_01_a","Low",55.26366,-132.995,11,1.3,25.5254403104171,TRUE,1.48991984222421,2.0696,NA,20,5.44189639676831,NA,3.08353810546722,NA
"182","Soda Bay a","L_01_a","Low",55.26366,-132.995,12,1.4,27.4889357189107,TRUE,1.47398540322992,2.83771,2.99068,22,7.00352852995524,7.52324632501285,4.18274311859959,4.40821866573166
"183","Soda Bay a","L_01_a","Low",55.26366,-132.995,13,1.3,25.5254403104171,TRUE,1.54523485277169,3.04476,NA,24,7.71943168334906,NA,4.70486927032515,NA
"184","Soda Bay a","L_01_a","Low",55.26366,-132.995,14,1.4,27.4889357189107,TRUE,1.45793385418081,2.4303,NA,26,6.06406908692132,NA,3.54321664581563,NA
"185","Soda Bay a","L_01_a","Low",55.26366,-132.995,15,1.2,23.5619449019235,TRUE,1.60744115808997,2.56104,NA,28,6.76192176042734,NA,4.11672110351475,NA
"186","Soda Bay a","L_01_a","Low",55.26366,-132.995,16,1.3,25.5254403104171,TRUE,1.47902874704155,2.22532,NA,30,5.89444084501147,NA,3.29131225136649,NA
"187","Soda Bay a","L_01_a","Low",55.26366,-132.995,17,1.2,23.5619449019235,TRUE,1.56715161476274,2.37397,2.95766999999999,32,6.42914285497631,8.09710048752281,3.7203709188983,4.6351173164353
"188","Soda Bay a","L_01_a","Low",55.26366,-132.995,18,1.1,21.5984494934298,TRUE,1.48074795877032,2.42353,NA,34,7.57782693064131,NA,3.58863710051862,NA
"189","Soda Bay a","L_01_a","Low",55.26366,-132.995,19,1.3,25.5254403104171,TRUE,1.45710865503939,2.49303,NA,36,6.70289358256074,NA,3.63261559027284,NA
"190","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,1,1.5,29.4524311274043,TRUE,0.526459766018186,0.46438,NA,0,3.31879689145981,NA,0.244477386143525,NA
"191","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,2,1.4,27.4889357189107,TRUE,1.4767752529638,0.840779999999995,1.47983,2,2.16332404395809,3.89147532258251,1.2416430971869,2.18537632259342
"192","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,3,1.2,23.5619449019235,TRUE,1.58504572332445,0.798589999999997,NA,4,2.24657179709708,NA,1.26580166418966,NA
"193","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,4,1.3,25.5254403104171,TRUE,1.36695781054795,0.749379999999995,NA,6,2.2702774756652,NA,1.02437084406841,NA
"194","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,5,1.4,27.4889357189107,TRUE,1.47105222310158,0.25864,NA,8,0.668115317571763,NA,0.380472946982992,NA
"195","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,6,1.4,27.4889357189107,TRUE,1.68477603038446,1.187,NA,10,2.66939168004362,NA,1.99982914806636,NA
"196","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,7,1.4,27.4889357189107,TRUE,1.4721679447255,0.733250000000005,2.00754999999999,12,1.90225632375379,5.31234065028838,1.07946714546998,2.95545075743366
"197","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,8,1.3,25.5254403104171,TRUE,1.76848702514164,0.661590000000004,NA,14,1.53773921491835,NA,1.17001333096346,NA
"198","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,9,1.4,27.4889357189107,TRUE,1.71673325160913,0.837829999999997,NA,16,1.8297394298004,NA,1.43833062019567,NA
"199","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,10,1.4,27.4889357189107,TRUE,1.72018191186173,1.05091,NA,18,2.3278536591633,NA,1.80775637299461,NA
"200","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,11,1.4,27.4889357189107,TRUE,1.75570347624621,1.11087999999999,NA,20,2.41437024965893,NA,1.95037587769238,NA
"201","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,12,1.3,25.5254403104171,TRUE,1.83482319718836,0.527259999999998,2.82866999999999,22,1.17184435357313,6.36201168281681,0.96742887894953,5.19010933319077
"202","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,13,1.4,27.4889357189107,TRUE,1.76630446869567,0.898780000000002,NA,24,1.9398042972758,NA,1.5875191303743,NA
"203","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,14,1.4,27.4889357189107,TRUE,1.78728891152381,1.16118,NA,26,2.46500647361929,NA,2.07536413828323,NA
"204","Goats Mouth Inlet a","L_02_a","Low",55.19286,-132.9,15,1.4,27.4889357189107,TRUE,1.78679998753864,1.90175,NA,28,4.05786222408191,NA,3.3980468763016,NA
"205","North Pass a","L_03_a","Low",55.22962,-132.925,1,1.4,27.4889357189107,TRUE,0.212390543588181,0.312019999999999,NA,0,6.44187611744932,NA,0.0662700974103839,NA
"206","North Pass a","L_03_a","Low",55.22962,-132.925,2,1.4,27.4889357189107,TRUE,1.13295583060988,0.917899999999999,1.57291,2,3.06830394226414,5.42770746123005,1.03994015691681,1.78203755552458
"207","North Pass a","L_03_a","Low",55.22962,-132.925,3,1.2,23.5619449019235,TRUE,1.30318147028234,0.948629999999998,NA,4,3.24375615494036,NA,1.23623703815393,NA
"208","North Pass a","L_03_a","Low",55.22962,-132.925,4,1.3,25.5254403104171,TRUE,1.39480571410438,0.921970000000002,NA,6,2.70432151146573,NA,1.28596902423282,NA
"209","North Pass a","L_03_a","Low",55.22962,-132.925,5,1.3,25.5254403104171,TRUE,1.33752560523185,0.947299999999998,NA,8,2.89707567535993,NA,1.26703800583613,NA
"210","North Pass a","L_03_a","Low",55.22962,-132.925,6,1.3,25.5254403104171,TRUE,1.32824075070563,1.01017,NA,10,3.10929454900039,NA,1.3417489591403,NA
"211","North Pass a","L_03_a","Low",55.22962,-132.925,7,1.3,25.5254403104171,TRUE,1.432535131826,0.931809999999999,1.68066,12,2.64859908292033,4.9115508210174,1.33485056118678,2.40760449465469
"212","North Pass a","L_03_a","Low",55.22962,-132.925,8,1.3,25.5254403104171,TRUE,1.47276989320564,0.815600000000003,NA,14,2.25043637385058,NA,1.20119112489853,NA
"213","North Pass a","L_03_a","Low",55.22962,-132.925,9,1.3,25.5254403104171,TRUE,1.36958969462842,0.933989999999994,NA,16,2.77145983016762,NA,1.27918307888599,NA
"214","North Pass a","L_03_a","Low",55.22962,-132.925,10,1.4,27.4889357189107,TRUE,1.30874255620056,0.853999999999999,NA,18,2.45638620143747,NA,1.11766614299528,NA
"215","North Pass a","L_03_a","Low",55.22962,-132.925,11,1.2,23.5619449019235,TRUE,1.56971082624766,0.809890000000003,NA,20,2.26979092106053,NA,1.27129310106972,NA
"216","North Pass a","L_03_a","Low",55.22962,-132.925,12,1.4,27.4889357189107,TRUE,1.40634946348268,0.982779999999998,4.35847000000001,22,2.62795989097541,12.0313643001278,1.38213212572151,6.12953194610538
"217","North Pass a","L_03_a","Low",55.22962,-132.925,13,1.3,25.5254403104171,TRUE,1.41743255199537,0.970649999999999,NA,24,2.79338773050521,NA,1.37583090659431,NA
"218","North Pass a","L_03_a","Low",55.22962,-132.925,14,1.2,23.5619449019235,TRUE,1.59420201330382,0.771039999999999,NA,26,2.13010009569759,NA,1.22919352033777,NA
"219","North Pass a","L_03_a","Low",55.22962,-132.925,15,1.4,27.4889357189107,TRUE,1.63101294493393,0.778129999999997,NA,28,1.79266273759755,NA,1.26914010284143,NA
"220","North Pass a","L_03_a","Low",55.22962,-132.925,16,1.2,23.5619449019235,TRUE,1.55146700122433,0.564390000000003,NA,30,1.58685038918449,NA,0.875632460821003,NA
"221","North Pass a","L_03_a","Low",55.22962,-132.925,17,1.4,27.4889357189107,TRUE,1.72221400217513,11.19866,1.54544999999999,32,24.2452177621801,4.41800385526542,19.2864890575985,2.66159562966153
"222","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,1,1.9,37.3064127613788,TRUE,0.569023350912376,0.694710000000001,NA,0,3.50514361194628,NA,0.395306212112337,NA
"223","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,2,1.9,37.3064127613788,TRUE,1.68753614566702,1.69693,2.10063000000001,2,2.75940582354588,3.51449469947285,2.86363071166673,3.54488905367252
"224","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,3,1.6,31.4159265358979,TRUE,1.49779189056329,1.90197000000001,NA,4,4.16879822303818,NA,2.84875524209467,NA
"225","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,4,1.6,31.4159265358979,TRUE,1.36674402873131,0.8675,NA,6,2.09158918343394,NA,1.18565044492441,NA
"226","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,5,1.6,31.4159265358979,TRUE,1.22392220251928,1.38263000000001,NA,8,3.75555165020945,NA,1.69223155486924,NA
"227","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,6,1.8,35.3429173528852,TRUE,1.70212830478435,0.941850000000002,NA,10,1.60866851744249,NA,1.60314954386115,NA
"228","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,7,1.7,33.3794219443916,TRUE,1.42764096033146,0.921030000000002,2.5607,12,1.99133699329584,5.65154922676601,1.31490015369408,3.65576020712075
"229","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,8,1.8,35.3429173528852,TRUE,1.26564735880097,1.29735,NA,14,3.0080311545173,NA,1.64198760094044,NA
"230","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,9,1.9,37.3064127613788,TRUE,1.24962081715511,1.36263,NA,16,3.02078657103049,NA,1.70277081408007,NA
"231","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,10,1.8,35.3429173528852,TRUE,1.30362894324678,1.21929,NA,18,2.72619706141585,NA,1.58950173421137,NA
"232","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,11,1.6,31.4159265358979,TRUE,1.03278825671193,1.16184,NA,20,3.72740391309397,NA,1.19993470817818,NA
"233","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,12,1.7,33.3794219443916,TRUE,1.26355872999432,0.954149999999998,2.07378,22,2.33074866094623,5.19069180689779,1.20562456222408,2.62034282308762
"234","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,13,1.6,31.4159265358979,TRUE,1.18590390633326,1.20641,NA,24,3.37132752186566,NA,1.4306863316395,NA
"235","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,14,1.7,33.3794219443916,TRUE,1.14701746674295,1.14309,NA,26,3.07018238885432,NA,1.3111441960592,NA
"236","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,15,1.8,35.3429173528852,TRUE,1.27213691928942,1.1335,NA,28,2.60632650982413,NA,1.44196719801456,NA
"237","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,16,1.7,33.3794219443916,TRUE,0.982573636375111,0.749130000000001,NA,30,2.38422142104218,NA,0.736075388217688,NA
"238","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,17,1.8,35.3429173528852,TRUE,0.544751295083124,1.54558,2.1346,32,8.34862439832788,12.645936872213,0.841956706654575,1.16282611448443
"239","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,18,1.9,37.3064127613788,TRUE,0.816572212258827,1.07577,NA,34,3.65825292637791,NA,0.87844388878168,NA
"240","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,19,1.6,31.4159265358979,TRUE,0.698143343788957,0.947649999999999,NA,36,4.47629075082556,NA,0.661595539741604,NA
"241","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,20,1.7,33.3794219443916,TRUE,0.528243120248601,1.09893,NA,38,6.53969293025472,NA,0.580502212134796,NA
"242","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,21,1.9,37.3064127613788,TRUE,0.4160370523769,1.12687,NA,40,7.55925847663705,NA,0.468819673211957,NA
"243","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,22,1.8,35.3429173528852,TRUE,0.388233372559435,1.02384,1.8923,42,7.81837758585141,15.6953852763799,0.397488856161252,0.734654010894219
"244","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,23,1.8,35.3429173528852,TRUE,0.36322525024811,1.06494,NA,44,8.80174623259904,NA,0.386813097999223,NA
"245","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,24,1.8,35.3429173528852,TRUE,0.339340408157363,1.16295,NA,46,10.1717285509868,NA,0.394635927666605,NA
"246","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,25,1.8,35.3429173528852,TRUE,0.331176679138642,1.18139,NA,48,10.6486405607214,NA,0.3912488169676,NA
"247","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,26,1.7,33.3794219443916,TRUE,0.318596589770687,1.18711,NA,50,11.6931305529836,NA,0.378209197682681,NA
"248","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,27,1.8,35.3429173528852,TRUE,0.375396854411536,1.20555,1.48549,52,9.60807379459739,13.1259150869957,0.452559677835828,0.557648273259793
"249","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,28,1.9,37.3064127613788,TRUE,0.36522487667604,1.22593,NA,54,9.52098775403694,NA,0.447740133063457,NA
"250","Natzuhini Bay a","L_04_a","Low",55.25051,-132.883,29,1.9,37.3064127613788,TRUE,0.515223485113491,1.20388,NA,56,6.52423556138677,NA,0.620267249258431,NA
"251","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,1,1.1,21.5984494934298,TRUE,0.951453483096146,2.21245,NA,0,10.7662219609614,NA,2.10504325867607,NA
"252","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,2,0.8,15.707963267949,TRUE,1.64949456259985,2.10449,2.11324,2,8.12224529335937,10.5890246426172,3.47134481204576,3.4857778894685
"253","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,3,0.9,17.6714586764426,TRUE,1.70071416006334,3.12213,NA,4,10.3883663127493,NA,5.30985070055855,NA
"254","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,4,0.9,17.6714586764426,TRUE,1.68573067710089,2.58884,NA,6,8.69049713118661,NA,4.36408700610587,NA
"255","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,5,0.8,15.707963267949,TRUE,1.57991520457894,2.1776,NA,8,8.77454190129849,NA,3.44042334949109,NA
"256","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,6,1,19.6349540849362,TRUE,1.53056838686759,1.96627,NA,10,6.54275298276625,NA,3.00951070204614,NA
"257","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,7,0.6,11.7809724509617,TRUE,1.6456366467793,3.19064,2.29233,12,16.457456466122,7.70767115577241,5.25063411067991,3.7723422545116
"258","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,8,1,19.6349540849362,TRUE,1.43633389097847,2.03748,NA,14,7.22450434095031,NA,2.92650157619081,NA
"259","Dunbar Inlet a","L_05_a","Low",55.0848,-132.826,9,0.8,15.707963267949,TRUE,1.43264849911623,1.80718,NA,16,8.03048703807636,NA,2.58905371463287,NA
